CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12548.0,166,1,95.2,3,Low-Value Customers
12550.0,79,1,964.83,3,Low-Value Customers
12551.0,358,1,168.0,3,Low-Value Customers
12552.0,39,2,437.82,0,Loyal High-Value
12553.0,8,10,3692.28,1,At-Risk Customers
12556.0,50,2,603.71,0,Loyal High-Value
12557.0,16,5,11990.96,1,At-Risk Customers
12558.0,8,1,269.96,0,Loyal High-Value
12559.0,311,2,561.71,3,Low-Value Customers
12560.0,5,3,2134.01,0,Loyal High-Value
12561.0,303,1,238.85,3,Low-Value Customers
12562.0,8,7,3781.74,1,At-Risk Customers
12564.0,261,1,456.9,3,Low-Value Customers
12565.0,289,1,145.92000000000002,3,Low-Value Customers
12566.0,86,1,351.65,3,Low-Value Customers
12567.0,23,10,9401.28,1,At-Risk Customers
12569.0,2,32,4124.6900000000005,1,At-Risk Customers
12571.0,40,2,519.61,0,Loyal High-Value
12572.0,9,2,1020.42,0,Loyal High-Value
12573.0,227,1,160.54000000000002,3,Low-Value Customers
12574.0,316,1,218.45,3,Low-Value Customers
12576.0,36,5,1315.83,2,New Customers
12577.0,35,3,657.8,2,New Customers
12578.0,21,2,2794.51,2,New Customers
12579.0,78,1,440.42,3,Low-Value Customers
12580.0,247,1,415.7,3,Low-Value Customers
12581.0,40,1,197.71,3,Low-Value Customers
12582.0,239,2,511.36,3,Low-Value Customers
12583.0,3,15,7281.38,1,At-Risk Customers
12584.0,4,9,2338.15,1,At-Risk Customers
12585.0,234,2,2040.1,2,New Customers
12586.0,17,1,196.94000000000003,0,Loyal High-Value
12587.0,8,1,144.0,0,Loyal High-Value
12588.0,39,1,214.9,3,Low-Value Customers
12589.0,29,2,646.68,0,Loyal High-Value
12590.0,211,2,9864.26,2,New Customers
12591.0,317,1,452.85,3,Low-Value Customers
12592.0,92,2,437.6,3,Low-Value Customers
12593.0,109,3,418.1,3,Low-Value Customers
12594.0,38,10,3338.2200000000003,1,At-Risk Customers
12596.0,51,2,618.27,2,New Customers
12597.0,19,4,3811.22,2,New Customers
12598.0,10,8,3023.08,1,At-Risk Customers
12599.0,29,7,1032.58,2,New Customers
12600.0,29,10,2599.04,1,At-Risk Customers
12601.0,190,5,577.0600000000001,2,New Customers
12602.0,59,1,153.12,3,Low-Value Customers
12603.0,22,1,739.1999999999999,0,Loyal High-Value
12604.0,79,2,254.18,3,Low-Value Customers
12607.0,60,1,1579.51,2,New Customers
12609.0,78,3,1126.85,2,New Customers
12610.0,23,5,2099.54,2,New Customers
12611.0,52,1,1193.32,2,New Customers
12612.0,74,1,704.04,3,Low-Value Customers
12613.0,57,5,3344.38,2,New Customers
12614.0,278,1,315.6,3,Low-Value Customers
12615.0,2,4,2291.19,1,At-Risk Customers
12616.0,95,2,713.3,2,New Customers
12617.0,29,1,355.53000000000003,0,Loyal High-Value
12618.0,22,1,177.31,0,Loyal High-Value
12619.0,16,9,3641.24,1,At-Risk Customers
12620.0,15,3,1339.41,2,New Customers
12621.0,2,20,13689.67,1,At-Risk Customers
12622.0,232,1,180.1,3,Low-Value Customers
12623.0,276,1,305.1,3,Low-Value Customers
12624.0,106,2,641.13,3,Low-Value Customers
12625.0,212,2,2683.82,2,New Customers
12626.0,23,9,6620.4800000000005,1,At-Risk Customers
12627.0,11,7,4478.53,1,At-Risk Customers
12628.0,4,3,786.46,0,Loyal High-Value
12630.0,10,2,1270.88,0,Loyal High-Value
12631.0,57,1,640.5,3,Low-Value Customers
12633.0,59,4,2163.98,2,New Customers
12635.0,90,2,1689.18,2,New Customers
12637.0,67,8,6021.9,2,New Customers
12638.0,33,1,671.69,0,Loyal High-Value
12639.0,239,1,486.1,3,Low-Value Customers
12640.0,24,3,1174.58,2,New Customers
12641.0,115,1,185.9,3,Low-Value Customers
12642.0,25,3,1013.26,2,New Customers
12643.0,128,6,3344.64,2,New Customers
12644.0,130,1,477.91,3,Low-Value Customers
12645.0,34,4,1775.18,2,New Customers
12646.0,5,2,1346.97,0,Loyal High-Value
12647.0,22,12,3722.82,1,At-Risk Customers
12648.0,155,1,318.05,3,Low-Value Customers
12649.0,107,3,623.51,2,New Customers
12650.0,3,1,314.44,0,Loyal High-Value
12651.0,335,1,114.0,3,Low-Value Customers
12652.0,331,1,919.98,3,Low-Value Customers
12653.0,149,2,2209.85,2,New Customers
12654.0,11,5,601.98,0,Loyal High-Value
12656.0,17,5,4051.17,1,At-Risk Customers
12657.0,11,4,1643.18,2,New Customers
12658.0,19,1,686.05,0,Loyal High-Value
12659.0,30,1,91.68,0,Loyal High-Value
12660.0,11,1,245.1,0,Loyal High-Value
12662.0,1,11,3849.78,1,At-Risk Customers
12664.0,8,9,4881.88,1,At-Risk Customers
12665.0,325,1,63.0,3,Low-Value Customers
12667.0,58,1,620.13,3,Low-Value Customers
12668.0,12,4,3807.15,1,At-Risk Customers
12669.0,151,3,2744.03,2,New Customers
12670.0,10,5,2996.05,1,At-Risk Customers
12672.0,330,1,225.9,3,Low-Value Customers
12673.0,5,2,610.52,0,Loyal High-Value
12674.0,39,4,1970.6,2,New Customers
12676.0,25,6,1331.39,2,New Customers
12678.0,42,12,17628.46,1,At-Risk Customers
12679.0,59,4,1113.02,2,New Customers
12680.0,1,4,862.81,0,Loyal High-Value
12681.0,15,22,13787.54,1,At-Risk Customers
12682.0,4,31,12288.22,1,At-Risk Customers
12683.0,4,15,8476.57,1,At-Risk Customers
12684.0,8,7,2283.63,1,At-Risk Customers
12685.0,28,6,2863.08,2,New Customers
12686.0,372,1,89.14,3,Low-Value Customers
12688.0,114,1,4873.81,2,New Customers
12689.0,26,2,1247.61,2,New Customers
12690.0,206,1,389.01,3,Low-Value Customers
12691.0,28,6,1035.8,2,New Customers
12693.0,127,4,855.91,2,New Customers
12694.0,70,2,869.67,2,New Customers
12695.0,7,4,582.1,0,Loyal High-Value
12697.0,29,3,957.59,2,New Customers
12700.0,8,4,4939.99,1,At-Risk Customers
12701.0,80,2,797.71,2,New Customers
12702.0,20,1,219.0,0,Loyal High-Value
12703.0,71,1,283.55,3,Low-Value Customers
12704.0,7,8,2340.84,1,At-Risk Customers
12705.0,15,9,6868.29,1,At-Risk Customers
12707.0,292,1,603.42,3,Low-Value Customers
12708.0,30,10,2712.91,1,At-Risk Customers
12709.0,15,15,9736.52,1,At-Risk Customers
12710.0,97,3,1149.02,2,New Customers
12712.0,29,13,4396.13,1,At-Risk Customers
12713.0,1,1,848.55,0,Loyal High-Value
12714.0,9,5,4708.86,1,At-Risk Customers
12715.0,106,1,353.86,3,Low-Value Customers
12716.0,4,2,1053.49,0,Loyal High-Value
12717.0,151,2,1030.98,2,New Customers
12718.0,71,1,238.25,3,Low-Value Customers
12719.0,5,2,644.95,0,Loyal High-Value
12720.0,3,25,5781.7300000000005,1,At-Risk Customers
12721.0,32,6,2656.13,2,New Customers
12722.0,85,4,997.63,2,New Customers
12723.0,4,5,725.07,0,Loyal High-Value
12724.0,5,4,1031.41,0,Loyal High-Value
12725.0,371,1,427.8,3,Low-Value Customers
12726.0,28,7,2609.1,2,New Customers
12727.0,11,7,3980.7,1,At-Risk Customers
12728.0,71,4,836.33,2,New Customers
12729.0,114,1,453.01,3,Low-Value Customers
12731.0,24,12,18895.91,1,At-Risk Customers
12732.0,180,1,236.26,3,Low-Value Customers
12733.0,234,1,383.95,3,Low-Value Customers
12734.0,353,1,110.4,3,Low-Value Customers
12735.0,315,2,779.5699999999999,3,Low-Value Customers
12736.0,333,1,234.0,3,Low-Value Customers
12738.0,372,1,155.35,3,Low-Value Customers
12739.0,78,2,1013.04,2,New Customers
12740.0,64,1,427.6,3,Low-Value Customers
12743.0,134,2,546.43,3,Low-Value Customers
12744.0,52,7,21279.29,1,At-Risk Customers
12747.0,2,11,4196.01,1,At-Risk Customers
12748.0,1,210,33719.73,1,At-Risk Customers
12749.0,4,5,4090.88,1,At-Risk Customers
12750.0,129,1,275.88,3,Low-Value Customers
12752.0,81,1,4366.78,2,New Customers
12753.0,23,6,21429.39,1,At-Risk Customers
12754.0,236,3,3010.74,2,New Customers
12755.0,281,2,3811.95,2,New Customers
12756.0,87,1,112.08,3,Low-Value Customers
12757.0,16,13,7857.1,1,At-Risk Customers
12758.0,117,2,2791.59,2,New Customers
12759.0,52,3,1531.44,2,New Customers
12762.0,8,2,1898.52,0,Loyal High-Value
12763.0,138,2,494.08,3,Low-Value Customers
12764.0,317,1,1693.88,3,Low-Value Customers
12766.0,4,7,6989.63,1,At-Risk Customers
12769.0,239,1,1143.6,3,Low-Value Customers
12770.0,211,1,1351.45,3,Low-Value Customers
12772.0,60,1,892.47,3,Low-Value Customers
12775.0,17,5,1386.04,2,New Customers
12778.0,20,6,822.23,2,New Customers
12779.0,38,8,3981.36,1,At-Risk Customers
12781.0,64,2,826.74,2,New Customers
12782.0,5,5,2330.92,1,At-Risk Customers
12783.0,2,6,2225.91,1,At-Risk Customers
12784.0,9,2,574.42,0,Loyal High-Value
12785.0,364,1,311.95,3,Low-Value Customers
12787.0,10,3,463.66,0,Loyal High-Value
12789.0,65,1,91.85,3,Low-Value Customers
12790.0,192,1,324.92,3,Low-Value Customers
12791.0,374,1,192.6,3,Low-Value Customers
12792.0,257,1,400.54,3,Low-Value Customers
12793.0,335,2,545.48,3,Low-Value Customers
12794.0,53,2,860.41,2,New Customers
12795.0,19,1,430.48,0,Loyal High-Value
12797.0,366,1,254.03,3,Low-Value Customers
12798.0,10,3,6977.04,1,At-Risk Customers
12802.0,187,1,427.58,3,Low-Value Customers
12808.0,37,3,483.65,0,Loyal High-Value
12809.0,178,1,489.31,3,Low-Value Customers
12811.0,261,3,514.85,3,Low-Value Customers
12812.0,45,1,229.64,3,Low-Value Customers
12814.0,102,1,125.92,3,Low-Value Customers
12815.0,148,2,1063.46,2,New Customers
12816.0,96,2,572.2,3,Low-Value Customers
12817.0,281,1,166.04000000000002,3,Low-Value Customers
12818.0,262,1,1542.08,3,Low-Value Customers
12820.0,3,4,942.34,0,Loyal High-Value
12821.0,214,1,92.72,3,Low-Value Customers
12822.0,71,2,948.88,2,New Customers
12823.0,75,5,1759.5,2,New Customers
12824.0,60,1,397.12,3,Low-Value Customers
12826.0,3,7,1474.72,1,At-Risk Customers
12827.0,6,3,430.15,0,Loyal High-Value
12828.0,3,6,1018.71,1,At-Risk Customers
12829.0,337,2,293.0,3,Low-Value Customers
12830.0,38,6,6814.64,2,New Customers
12831.0,262,1,215.05,3,Low-Value Customers
12832.0,32,2,383.03,0,Loyal High-Value
12833.0,145,1,417.38,3,Low-Value Customers
12834.0,283,1,312.38,3,Low-Value Customers
12836.0,59,4,2612.86,2,New Customers
12837.0,173,1,134.1,3,Low-Value Customers
12838.0,34,2,683.13,0,Loyal High-Value
12839.0,3,14,5591.42,1,At-Risk Customers
12840.0,144,4,2726.77,2,New Customers
12841.0,5,25,4022.35,1,At-Risk Customers
12842.0,70,2,1118.99,2,New Customers
12843.0,66,8,1702.26,2,New Customers
12844.0,29,2,325.96000000000004,0,Loyal High-Value
12845.0,267,4,354.09000000000003,3,Low-Value Customers
12847.0,22,1,871.54,0,Loyal High-Value
12849.0,31,2,1050.89,2,New Customers
12851.0,97,1,135.18,3,Low-Value Customers
12852.0,295,1,311.55,3,Low-Value Customers
12853.0,135,6,1957.1,2,New Customers
12854.0,79,3,1324.5,2,New Customers
12855.0,373,1,38.1,3,Low-Value Customers
12856.0,8,6,2179.93,1,At-Risk Customers
12857.0,211,2,1106.4,2,New Customers
12863.0,52,1,521.2,3,Low-Value Customers
12864.0,138,1,147.12,3,Low-Value Customers
12865.0,26,2,1568.23,2,New Customers
12866.0,283,1,559.12,3,Low-Value Customers
12867.0,26,7,4036.82,1,At-Risk Customers
12868.0,186,6,1607.0600000000002,2,New Customers
12871.0,84,2,380.64,3,Low-Value Customers
12872.0,327,2,599.97,3,Low-Value Customers
12873.0,282,1,374.0,3,Low-Value Customers
12875.0,143,2,343.2300000000001,3,Low-Value Customers
12876.0,58,2,2218.02,2,New Customers
12877.0,4,12,1535.77,1,At-Risk Customers
12878.0,236,2,854.99,3,Low-Value Customers
12879.0,45,3,573.22,2,New Customers
12881.0,276,1,298.0,3,Low-Value Customers
12882.0,9,2,1463.04,0,Loyal High-Value
12883.0,25,4,703.47,2,New Customers
12884.0,88,1,309.05,3,Low-Value Customers
12885.0,63,3,1175.22,2,New Customers
12886.0,68,2,1378.4,2,New Customers
12888.0,214,2,354.12,3,Low-Value Customers
12890.0,24,1,380.47,0,Loyal High-Value
12891.0,186,3,331.0,3,Low-Value Customers
12893.0,31,1,188.14,0,Loyal High-Value
12895.0,42,2,372.8,0,Loyal High-Value
12897.0,205,2,216.5,3,Low-Value Customers
12901.0,9,28,17654.54,1,At-Risk Customers
12902.0,265,1,138.68,3,Low-Value Customers
12904.0,18,2,509.58,0,Loyal High-Value
12906.0,12,5,2919.81,1,At-Risk Customers
12908.0,176,2,750.0,3,Low-Value Customers
12909.0,40,5,2178.67,2,New Customers
12910.0,23,8,3075.04,1,At-Risk Customers
12912.0,3,5,1662.3,1,At-Risk Customers
12913.0,5,5,2483.63,1,At-Risk Customers
12915.0,149,2,363.65,3,Low-Value Customers
12916.0,139,4,3006.15,2,New Customers
12917.0,128,1,594.0,3,Low-Value Customers
12919.0,8,6,1335.19,1,At-Risk Customers
12920.0,17,1,164.23,0,Loyal High-Value
12921.0,9,37,16587.09,1,At-Risk Customers
12922.0,161,1,405.38,3,Low-Value Customers
12923.0,64,1,176.97,3,Low-Value Customers
12924.0,88,4,933.7,2,New Customers
12925.0,5,2,694.05,0,Loyal High-Value
12928.0,35,5,2062.7,2,New Customers
12929.0,312,1,117.85,3,Low-Value Customers
12930.0,78,2,415.8,3,Low-Value Customers
12931.0,22,15,42055.96,1,At-Risk Customers
12933.0,24,3,607.53,0,Loyal High-Value
12935.0,2,7,2160.7,1,At-Risk Customers
12936.0,17,4,1063.9,2,New Customers
12937.0,15,4,1504.27,2,New Customers
12938.0,26,1,114.14,0,Loyal High-Value
12939.0,64,8,11581.8,1,At-Risk Customers
12940.0,55,2,913.54,2,New Customers
12942.0,131,3,683.9,2,New Customers
12944.0,36,2,604.51,0,Loyal High-Value
12945.0,288,1,462.95,3,Low-Value Customers
12947.0,144,6,1603.99,2,New Customers
12948.0,16,7,2064.95,1,At-Risk Customers
12949.0,31,8,4167.22,1,At-Risk Customers
12950.0,2,3,1843.0,0,Loyal High-Value
12951.0,9,6,1064.07,1,At-Risk Customers
12952.0,6,4,1387.79,0,Loyal High-Value
12953.0,10,1,329.85,0,Loyal High-Value
12955.0,1,11,4757.16,1,At-Risk Customers
12956.0,306,1,108.07,3,Low-Value Customers
12957.0,10,8,4017.54,1,At-Risk Customers
12962.0,7,2,266.39,0,Loyal High-Value
12963.0,8,8,1856.63,1,At-Risk Customers
12965.0,89,1,771.91,3,Low-Value Customers
12966.0,10,1,160.18,0,Loyal High-Value
12967.0,358,2,1660.9,2,New Customers
12968.0,112,1,135.95,3,Low-Value Customers
12970.0,7,4,452.24,0,Loyal High-Value
12971.0,4,86,11189.91,1,At-Risk Customers
12974.0,198,1,144.8,3,Low-Value Customers
12976.0,212,1,738.6,3,Low-Value Customers
12977.0,156,1,39.24,3,Low-Value Customers
12980.0,158,9,7374.900000000001,2,New Customers
12981.0,30,2,372.22,0,Loyal High-Value
12982.0,243,1,390.54,3,Low-Value Customers
12984.0,19,1,97.5,0,Loyal High-Value
12985.0,1,2,1239.38,0,Loyal High-Value
12987.0,74,2,558.7,3,Low-Value Customers
12988.0,292,1,535.32,3,Low-Value Customers
12989.0,3,15,6924.11,1,At-Risk Customers
12990.0,31,3,409.5,0,Loyal High-Value
12991.0,23,2,503.76,0,Loyal High-Value
12993.0,23,4,414.76,0,Loyal High-Value
12994.0,4,3,974.42,0,Loyal High-Value
12995.0,85,1,211.32,3,Low-Value Customers
12997.0,22,4,1226.89,2,New Customers
12999.0,196,3,455.88,3,Low-Value Customers
13000.0,107,3,534.85,2,New Customers
13001.0,4,13,9818.82,1,At-Risk Customers
13002.0,318,1,120.95,3,Low-Value Customers
13003.0,106,3,149.05,3,Low-Value Customers
13004.0,12,18,5655.91,1,At-Risk Customers
13005.0,174,2,513.7,3,Low-Value Customers
13006.0,56,1,81.57,3,Low-Value Customers
13008.0,323,1,229.47,3,Low-Value Customers
13011.0,372,1,50.55,3,Low-Value Customers
13012.0,9,8,1661.84,1,At-Risk Customers
13013.0,1,13,4810.9400000000005,1,At-Risk Customers
13014.0,11,10,3466.28,1,At-Risk Customers
13015.0,53,5,3346.28,2,New Customers
13016.0,73,3,789.89,2,New Customers
13017.0,7,1,204.0,0,Loyal High-Value
13018.0,16,28,7277.7,1,At-Risk Customers
13021.0,4,9,2616.38,1,At-Risk Customers
13023.0,64,2,689.9,2,New Customers
13026.0,1,5,975.36,1,At-Risk Customers
13027.0,114,6,6912.0,2,New Customers
13028.0,23,2,661.3199999999999,0,Loyal High-Value
13029.0,31,3,1247.5,2,New Customers
13030.0,11,2,799.48,0,Loyal High-Value
13032.0,52,2,1010.18,2,New Customers
13033.0,357,1,190.55,3,Low-Value Customers
13034.0,55,2,642.77,2,New Customers
13035.0,74,2,921.88,2,New Customers
13037.0,138,3,881.07,2,New Customers
13038.0,80,3,908.46,2,New Customers
13040.0,9,2,676.99,0,Loyal High-Value
13043.0,273,1,516.42,3,Low-Value Customers
13044.0,291,1,560.47,3,Low-Value Customers
13045.0,99,1,305.28000000000003,3,Low-Value Customers
13046.0,31,2,629.31,0,Loyal High-Value
13047.0,32,10,3237.54,1,At-Risk Customers
13048.0,14,4,1835.91,2,New Customers
13049.0,64,2,656.6800000000001,2,New Customers
13050.0,15,17,5836.86,1,At-Risk Customers
13052.0,212,1,348.15000000000003,3,Low-Value Customers
13055.0,78,3,1214.41,2,New Customers
13058.0,25,3,271.40000000000003,0,Loyal High-Value
13059.0,250,1,183.4,3,Low-Value Customers
13060.0,254,1,307.53000000000003,3,Low-Value Customers
13061.0,72,1,248.61,3,Low-Value Customers
13062.0,191,1,346.98,3,Low-Value Customers
13064.0,13,4,1119.49,2,New Customers
13065.0,373,1,205.86,3,Low-Value Customers
13066.0,24,2,470.8,0,Loyal High-Value
13067.0,82,1,115.46,3,Low-Value Customers
13068.0,10,2,344.0,0,Loyal High-Value
13069.0,1,24,4436.12,1,At-Risk Customers
13070.0,192,1,228.8,3,Low-Value Customers
13072.0,267,1,177.15,3,Low-Value Customers
13075.0,130,1,919.61,3,Low-Value Customers
13077.0,1,4,729.27,0,Loyal High-Value
13078.0,3,26,12627.94,1,At-Risk Customers
13079.0,4,5,220.1,0,Loyal High-Value
13080.0,179,1,58.08,3,Low-Value Customers
13081.0,12,11,28337.38,1,At-Risk Customers
13082.0,126,9,3613.63,2,New Customers
13083.0,4,2,303.75,0,Loyal High-Value
13085.0,158,2,416.08,3,Low-Value Customers
13089.0,3,97,58825.83,1,At-Risk Customers
13090.0,9,14,8910.82,1,At-Risk Customers
13091.0,28,1,345.82,0,Loyal High-Value
13092.0,71,5,477.83,2,New Customers
13093.0,276,8,7832.47,2,New Customers
13094.0,21,12,1927.32,1,At-Risk Customers
13095.0,71,1,74.39999999999999,3,Low-Value Customers
13097.0,33,10,6010.42,1,At-Risk Customers
13098.0,1,28,28882.44,1,At-Risk Customers
13099.0,99,1,207.36,3,Low-Value Customers
13101.0,234,1,101.19,3,Low-Value Customers
13102.0,1,24,6424.09,1,At-Risk Customers
13103.0,40,1,243.94,3,Low-Value Customers
13104.0,3,6,1098.48,1,At-Risk Customers
13106.0,133,1,76.5,3,Low-Value Customers
13107.0,44,4,1531.62,2,New Customers
13108.0,373,1,350.06,3,Low-Value Customers
13109.0,60,2,786.54,2,New Customers
13110.0,31,7,1488.67,2,New Customers
13113.0,1,24,12245.96,1,At-Risk Customers
13115.0,12,4,2294.78,2,New Customers
13116.0,138,1,501.14,3,Low-Value Customers
13117.0,22,8,984.91,2,New Customers
13118.0,20,5,1197.81,2,New Customers
13120.0,239,1,30.6,3,Low-Value Customers
13121.0,269,1,283.73,3,Low-Value Customers
13122.0,94,2,922.39,2,New Customers
13124.0,90,3,3866.33,2,New Customers
13126.0,5,8,2099.64,1,At-Risk Customers
